,borough,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
227310,MN,1052,2.0,3.0,10036.0,D6,4.0,160664.0,2035745.0,46.0,1706.0,202391550.0,1976.0,-73.9937914,40.759389899999995,0
227378,MN,1037,2.0,3.0,10036.0,H2,5.0,3292.0,75902.0,29.0,1.0,11819250.0,2014.0,-73.98814209999999,40.7601004,0
227419,BK,147,13.0,33.0,11201.0,O4,5.0,69875.0,978544.0,23.0,1.0,70551450.0,1990.0,-73.98671879999999,40.6932215,1
228345,MN,1978,5.0,7.0,10027.0,D4,3.0,375650.0,1288976.0,21.0,994.0,58384350.0,1956.0,-73.9586977,40.8125152,0
240655,MN,341,1.0,1.0,10002.0,D4,3.0,79658.0,231417.0,26.0,201.0,10513800.0,1972.0,-73.9848889,40.7161977,0
240776,MN,804,2.0,3.0,10001.0,H2,5.0,4938.0,71500.0,23.0,1.0,9621000.0,2006.0,-73.9914106,40.7466596,0
240779,MN,806,2.0,3.0,10001.0,O4,5.0,3469.0,83642.0,22.0,23.0,8378100.0,1930.0,-73.9920925,40.748482200000005,0
240782,MN,806,2.0,3.0,10001.0,H3,5.0,9974.0,121000.0,22.0,1.0,17553600.0,2012.0,-73.99121190000001,40.7481994,0
240874,MN,829,2.0,3.0,10001.0,D7,4.0,18762.0,293978.0,36.0,273.0,37579950.0,2003.0,-73.99044359999999,40.745589100000004,0
240940,MN,861,2.0,4.0,10016.0,H3,5.0,4319.0,78843.0,31.0,1.0,15612300.0,2014.0,-73.9849073,40.7463323,0
240942,MN,863,2.0,4.0,10016.0,O4,5.0,15306.0,349683.0,21.0,30.0,30362400.0,1925.0,-73.98384240000001,40.74766339999999,0
240981,MN,723,2.0,3.0,10001.0,D3,3.0,74062.0,567000.0,21.0,425.0,61018200.0,1962.0,-74.00123070000001,40.7485456,0
241015,MN,881,2.0,2.0,10010.0,D6,4.0,8602.0,151346.0,22.0,185.0,19344150.0,1997.0,-73.9823176,40.7404884,0
241027,MN,884,2.0,2.0,10016.0,D4,3.0,9535.0,114407.0,27.0,151.0,14988150.0,1984.0,-73.9836269,40.743373299999995,0
241029,MN,893,2.0,4.0,10016.0,D6,4.0,8838.0,110949.0,24.0,146.0,10850850.0,1930.0,-73.9789047,40.749106299999994,0
241063,MN,840,2.0,4.0,10018.0,HB,5.0,6024.0,76000.0,22.0,1.0,13065750.0,2012.0,-73.98470390000001,40.75203320000001,0
241064,MN,842,2.0,2.0,10003.0,D4,3.0,31800.0,443389.0,21.0,506.0,50221350.0,1965.0,-73.9925126,40.735850899999996,0
241084,MN,892,2.0,4.0,10016.0,D4,3.0,5795.0,107504.0,26.0,112.0,12380850.0,1974.0,-73.9781508,40.748033,0
241088,MN,892,2.0,4.0,10016.0,RM,4.0,3680.0,121435.0,31.0,135.0,12589200.0,2002.0,-73.977144,40.7475607,0
241095,MN,878,2.0,2.0,10010.0,D7,4.0,6660.0,181226.0,32.0,168.0,24998400.0,1990.0,-73.98367859999999,40.7385783,0
241124,MN,889,2.0,2.0,10016.0,RC,5.0,46740.0,977745.0,42.0,2.0,87316398.0,1977.0,-73.9810746,40.7465102,0
241148,MN,1142,3.0,6.0,10023.0,RM,4.0,12778.0,149314.0,21.0,125.0,26769152.0,1989.0,-73.9816255,40.7771498,0
241160,MN,1186,3.0,6.0,10024.0,D4,3.0,12450.0,185041.0,21.0,152.0,16639650.0,1965.0,-73.9828007,40.7843989,0
241175,MN,1156,3.0,6.0,10023.0,D4,3.0,27124.0,403200.0,25.0,188.0,49892850.0,1976.0,-73.987569,40.774842299999996,0
241194,MN,1171,3.0,6.0,10023.0,RM,4.0,83139.0,630198.0,43.0,622.0,133226550.0,2013.0,-73.99042890000001,40.7727182,0
241226,MN,1342,2.0,4.0,10022.0,RM,4.0,2542.0,27526.0,24.0,22.0,3993305.0,1982.0,-73.9685586,40.7542806,0
241254,MN,1421,2.0,4.0,10065.0,D4,3.0,20083.0,313188.0,21.0,260.0,37205100.0,1961.0,-73.96284920000001,40.766119700000004,0
241255,MN,1419,2.0,4.0,10065.0,RM,4.0,43683.0,343069.0,26.0,290.0,45727667.0,1978.0,-73.9626588,40.7644399,0
241356,MN,1553,2.0,5.0,10128.0,D6,4.0,10067.0,164384.0,22.0,165.0,19528650.0,2002.0,-73.94749920000001,40.78000479999999,0
241399,MN,1576,2.0,5.0,10075.0,D4,3.0,18900.0,232400.0,30.0,163.0,20473650.0,1981.0,-73.9488276,40.771027399999994,0
241621,MN,1868,3.0,6.0,10025.0,RM,4.0,10092.0,191489.0,24.0,198.0,21901050.0,1931.0,-73.97254079999999,40.7956091,0
242918,BX,3668,8.0,18.0,10473.0,D3,3.0,227120.0,490000.0,21.0,459.0,7389000.0,1965.0,-73.861813,40.824577000000005,3
242919,BX,3670,8.0,18.0,10473.0,D3,3.0,91211.0,216650.0,21.0,209.0,4099050.0,1966.0,-73.86040340000001,40.8247509,3
243873,MN,735,2.0,3.0,10018.0,D8,3.0,34167.0,440709.0,23.0,399.0,33317550.0,2008.0,-73.99708709999999,40.756623299999994,0
246952,BK,1344,16.0,41.0,11233.0,D1,3.0,63254.0,129082.0,25.0,184.0,5693400.0,1950.0,-73.92431440000001,40.675084600000005,1
248472,BK,2414,14.0,33.0,11249.0,D6,4.0,26021.0,449695.0,42.0,353.0,39942450.0,2018.0,-73.9666071,40.7159468,1
251662,MN,1446,2.0,5.0,10021.0,D4,3.0,40866.0,560525.0,34.0,466.0,48340800.0,1963.0,-73.9567328,40.767635399999996,0
252844,MN,1171,3.0,6.0,10069.0,D6,4.0,50574.0,589670.0,40.0,523.0,64358550.0,1998.0,-73.98790059999999,40.778396799999996,0
262925,MN,1417,2.0,4.0,10065.0,D7,4.0,5250.0,113438.0,30.0,68.0,8626500.0,2017.0,-73.964623,40.7636692,0
265648,MN,117,2.0,1.0,10038.0,D4,3.0,186750.0,515425.0,21.0,465.0,49826250.0,1960.0,-73.9998521,40.712526200000006,0
265657,MN,121,2.0,1.0,10007.0,O4,5.0,50184.0,1056600.0,39.0,1.0,70305750.0,1914.0,-74.0036757,40.7129735,0
265688,MN,158,2.0,1.0,10007.0,Z1,8.0,74180.0,635000.0,31.0,31.0,50865300.0,1933.0,-74.00231219999999,40.713657,0
265818,MN,233,2.0,1.0,10013.0,H1,5.0,14470.0,121165.0,26.0,0.0,22947300.0,1914.0,-73.9998377,40.7197751,0
266212,MN,351,2.0,1.0,10002.0,D4,3.0,47091.0,198260.0,23.0,182.0,14551650.0,1972.0,-73.98848890000001,40.71706270000001,0
266925,MN,548,2.0,1.0,10003.0,D6,4.0,12527.0,218985.0,21.0,270.0,25076250.0,1930.0,-73.9950677,40.7307046,0
266964,MN,555,2.0,2.0,10003.0,D4,3.0,54617.0,718220.0,21.0,371.0,66250800.0,1960.0,-73.9911023,40.7311902,0
266971,MN,548,2.0,1.0,10003.0,RM,4.0,36050.0,512503.0,31.0,391.0,61523550.0,1965.0,-73.9930761,40.730498600000004,0
266985,MN,548,2.0,1.0,10003.0,D6,4.0,37400.0,489709.0,35.0,486.0,69371550.0,1976.0,-73.9934441,40.730070500000004,0
267003,MN,556,1.0,2.0,10003.0,H8,8.0,17645.0,181380.0,26.0,212.0,14938650.0,2006.0,-73.9892656,40.7321095,0
267394,MN,748,2.0,3.0,10001.0,D4,3.0,206175.0,817317.0,21.0,763.0,68421600.0,1963.0,-73.9992277,40.746728600000004,0
267413,MN,749,2.0,3.0,10001.0,D4,3.0,49375.0,202095.0,22.0,186.0,17412300.0,1963.0,-73.9996319,40.7478292,0
267428,MN,749,2.0,3.0,10001.0,D4,3.0,59250.0,232793.0,22.0,189.0,16824600.0,1963.0,-73.9979681,40.7471485,0
267440,MN,752,2.0,3.0,10001.0,D4,3.0,84550.0,398907.0,22.0,567.0,37260450.0,1963.0,-73.9987115,40.7497972,0
267669,MN,778,2.0,3.0,10001.0,D6,4.0,9826.0,146508.0,21.0,90.0,12564900.0,0.0,-73.99408840000001,40.7477824,0
267671,MN,776,2.0,3.0,10001.0,O4,5.0,9605.0,173491.0,21.0,42.0,12500100.0,1925.0,-73.9966292,40.7472089,0
267697,MN,778,2.0,3.0,10001.0,O4,5.0,12560.0,240534.0,21.0,104.0,25915050.0,1929.0,-73.9933738,40.7477659,0
267711,MN,799,2.0,3.0,10011.0,H2,5.0,7406.0,172767.0,45.0,1.0,36060300.0,2019.0,-73.9943125,40.744162100000004,0
267729,MN,800,2.0,3.0,10001.0,H2,5.0,8527.0,185831.0,40.0,1.0,17131950.0,2016.0,-73.9927462,40.744302000000005,0
267735,MN,800,2.0,3.0,10011.0,H2,5.0,7112.0,154812.0,42.0,1.0,16519050.0,2019.0,-73.9929411,40.744060499999996,0
267748,MN,802,2.0,3.0,10001.0,H2,5.0,6476.0,64764.0,24.0,1.0,14059800.0,2006.0,-73.9922517,40.745397100000005,0
267755,MN,801,2.0,3.0,10001.0,H1,5.0,9826.0,122236.0,21.0,1.0,21118050.0,2010.0,-73.9937277,40.7455289,0
267767,MN,802,2.0,3.0,10001.0,D6,4.0,15677.0,269947.0,31.0,297.0,47457900.0,2000.0,-73.9915046,40.745257099999996,0
267775,MN,800,2.0,3.0,10001.0,H3,5.0,5431.0,55916.0,21.0,1.0,11855700.0,2001.0,-73.99422940000001,40.7449334,0
267787,MN,802,2.0,3.0,10001.0,H2,5.0,11850.0,147220.0,21.0,313.0,13221450.0,2014.0,-73.9926522,40.7458857,0
267805,MN,805,2.0,3.0,10001.0,O4,5.0,7714.0,190325.0,25.0,72.0,10359900.0,1928.0,-73.9924138,40.7480513,0
267815,MN,806,2.0,3.0,10001.0,H1,5.0,19011.0,473391.0,28.0,538.0,42259050.0,1929.0,-73.991663,40.748704499999995,0
267833,MN,803,2.0,3.0,10001.0,H2,5.0,4938.0,105328.0,35.0,1.0,9905850.0,2019.0,-73.9920747,40.7464483,0
267841,MN,816,2.0,3.0,10011.0,D4,3.0,33550.0,350800.0,21.0,439.0,35672850.0,1964.0,-73.9941652,40.7366964,0
267844,MN,803,2.0,3.0,10001.0,H2,5.0,7571.0,217166.0,46.0,1.0,34189650.0,2018.0,-73.992432,40.74659929999999,0
267887,MN,825,2.0,3.0,10010.0,D6,4.0,8063.0,117133.0,25.0,49.0,4896000.0,2018.0,-73.99094559999999,40.742526,0
267916,MN,827,2.0,3.0,10010.0,D7,4.0,29625.0,428340.0,36.0,410.0,59175900.0,2005.0,-73.9912233,40.7443376,0
267924,MN,831,2.0,3.0,10001.0,H2,5.0,7718.0,101189.0,26.0,1.0,4852800.0,2020.0,-73.989469,40.7468461,0
267938,MN,832,2.0,4.0,10001.0,H9,5.0,5769.0,78211.0,21.0,198.0,12643650.0,2018.0,-73.9864122,40.7464313,0
267963,MN,830,2.0,3.0,10001.0,H3,5.0,4351.0,50150.0,22.0,1.0,9290250.0,2012.0,-73.98919120000001,40.7460419,0
267971,MN,830,2.0,3.0,10001.0,H1,5.0,11525.0,272334.0,40.0,1.0,9840600.0,2018.0,-73.9891552,40.74572620000001,0
267978,MN,830,2.0,3.0,10001.0,H1,5.0,6641.0,272334.0,40.0,1.0,5670450.0,2018.0,-73.98893509999999,40.745572499999994,0
268006,MN,837,2.0,4.0,10018.0,H1,5.0,6430.0,91099.0,22.0,1.0,11117250.0,2013.0,-73.98546230000001,40.750251899999995,0
268025,MN,837,2.0,4.0,10018.0,H3,5.0,5925.0,79000.0,25.0,1.0,12641400.0,2010.0,-73.9858159,40.7504002,0
268026,MN,834,2.0,4.0,10001.0,D6,4.0,9000.0,194422.0,41.0,224.0,23850450.0,2016.0,-73.9871228,40.7484104,0
268054,MN,838,2.0,4.0,10018.0,H2,5.0,4246.0,56572.0,22.0,139.0,8993250.0,2017.0,-73.9839861,40.75043839999999,0
268057,MN,840,2.0,4.0,10018.0,H2,5.0,4148.0,88551.0,34.0,173.0,549000.0,2018.0,-73.984942,40.752458600000004,0
268070,MN,840,2.0,4.0,10018.0,H2,5.0,11159.0,133564.0,27.0,1.0,15219900.0,2019.0,-73.9838125,40.751912299999994,0
268106,MN,855,2.0,2.0,10010.0,O4,5.0,22218.0,524937.0,43.0,159.0,42750450.0,1971.0,-73.9862687,40.7423828,0
268112,MN,857,2.0,2.0,10016.0,O4,5.0,11100.0,258639.0,24.0,73.0,44421300.0,1927.0,-73.9870767,40.7443646,0
268113,MN,858,2.0,4.0,10016.0,D8,3.0,21181.0,407555.0,48.0,406.0,61618500.0,1998.0,-73.9862141,40.7446417,0
268114,MN,856,2.0,2.0,10010.0,O4,5.0,11553.0,217991.0,21.0,35.0,26695350.0,1913.0,-73.9872284,40.7434397,0
268115,MN,851,2.0,2.0,10010.0,RM,4.0,10714.0,147728.0,51.0,65.0,30519456.0,2008.0,-73.98810590000001,40.740508399999996,0
268117,MN,851,2.0,2.0,10010.0,RM,4.0,28028.0,363054.0,29.0,426.0,63643051.0,1985.0,-73.9888889,40.7407939,0
268135,MN,855,2.0,2.0,10010.0,O4,5.0,19750.0,389000.0,21.0,2.0,93179250.0,1913.0,-73.9855903,40.7420973,0
268152,MN,860,2.0,4.0,10016.0,D6,4.0,3523.0,24212.0,21.0,21.0,2221650.0,2020.0,-73.9855354,40.745769700000004,0
268156,MN,858,2.0,2.0,10016.0,D8,3.0,9463.0,229251.0,46.0,123.0,26319150.0,2018.0,-73.9847202,40.7441612,0
268168,MN,860,2.0,4.0,10016.0,D6,4.0,22151.0,407521.0,56.0,201.0,45695700.0,2017.0,-73.9851529,40.7457175,0
268180,MN,859,2.0,4.0,10016.0,H3,5.0,3703.0,50997.0,23.0,1.0,2197800.0,2017.0,-73.9855319,40.7453086,0
268186,MN,862,2.0,4.0,10016.0,O4,5.0,4686.0,98847.0,22.0,47.0,9362250.0,1929.0,-73.98407359999999,40.7467192,0
268187,MN,863,2.0,2.0,10016.0,D6,4.0,15800.0,341952.0,21.0,367.0,33798600.0,1913.0,-73.9819478,40.74686989999999,0
268213,MN,863,2.0,4.0,10016.0,O4,5.0,13000.0,235564.0,24.0,78.0,44318700.0,1927.0,-73.9834418,40.7476441,0
268335,MN,880,2.0,2.0,10010.0,D4,3.0,12837.0,150340.0,26.0,191.0,17988300.0,1987.0,-73.98433490000001,40.7405353,0
268338,MN,879,2.0,2.0,10010.0,D6,4.0,7702.0,101857.0,22.0,327.0,8804700.0,1928.0,-73.9840176,40.7395033,0
268395,MN,879,2.0,2.0,10010.0,RC,5.0,14516.0,285499.0,21.0,306.0,24316200.0,2006.0,-73.9831949,40.739275299999996,0
268521,MN,892,2.0,4.0,10016.0,RM,4.0,10368.0,118614.0,21.0,119.0,18618305.0,2006.0,-73.97971690000001,40.7486399,0
268527,MN,887,2.0,2.0,10016.0,O4,5.0,21558.0,449437.0,34.0,78.0,31475700.0,1970.0,-73.982089,40.7454015,0
268533,MN,888,2.0,2.0,10016.0,RC,5.0,10765.0,208233.0,21.0,2.0,20367000.0,1962.0,-73.9801185,40.7454121,0
268538,MN,892,2.0,4.0,10016.0,D4,3.0,9895.0,129964.0,24.0,117.0,12089700.0,1966.0,-73.97837829999999,40.74775579999999,0
268557,MN,890,2.0,2.0,10016.0,D4,3.0,13054.0,200000.0,22.0,243.0,20199600.0,1953.0,-73.9806377,40.7470591,0
268625,MN,904,2.0,2.0,10010.0,H8,8.0,4805.0,69706.0,22.0,2.0,7686450.0,2001.0,-73.98205109999999,40.738674100000004,0
268818,MN,919,2.0,4.0,10016.0,D8,3.0,37219.0,624519.0,52.0,470.0,62190900.0,1997.0,-73.9746934,40.7479335,0
268829,MN,919,2.0,4.0,10016.0,D8,3.0,11932.0,168555.0,25.0,193.0,22298400.0,1971.0,-73.9748485,40.748202500000005,0
268855,MN,920,2.0,4.0,10016.0,D8,3.0,22111.0,373248.0,36.0,372.0,46598850.0,2015.0,-73.9745054,40.7487075,0
268856,MN,918,2.0,4.0,10016.0,RB,5.0,33798.0,396248.0,24.0,26.0,26402855.0,2012.0,-73.9749498,40.7472885,0
268912,MN,928,2.0,2.0,10010.0,RM,4.0,16819.0,191225.0,21.0,209.0,39875890.0,2007.0,-73.97944629999999,40.7369554,0
268913,MN,931,2.0,2.0,10010.0,H8,8.0,19750.0,140423.0,25.0,1.0,15397200.0,1984.0,-73.9780925,40.73878320000001,0
268961,MN,944,2.0,4.0,10016.0,D6,4.0,33122.0,438635.0,36.0,720.0,43039800.0,1980.0,-73.9724525,40.7470876,0
268986,MN,944,2.0,4.0,10016.0,D8,3.0,13845.0,268874.0,27.0,255.0,28845900.0,2000.0,-73.97319940000001,40.7475489,0
269001,MN,1030,2.0,4.0,10019.0,D4,3.0,10050.0,122071.0,23.0,90.0,12970800.0,1968.0,-73.98001459999999,40.7669638,0
269022,MN,1124,3.0,6.0,10023.0,D4,3.0,10217.0,192543.0,29.0,153.0,21868650.0,1927.0,-73.97714859999999,40.776408,0
269050,MN,1141,3.0,6.0,10023.0,RM,4.0,17514.0,216606.0,29.0,270.0,33572250.0,1977.0,-73.9825427,40.7768096,0
269105,MN,1164,3.0,6.0,10023.0,D6,4.0,12975.0,218851.0,22.0,265.0,17927550.0,1926.0,-73.98362879999999,40.7797659,0
269145,MN,1171,3.0,6.0,10069.0,D9,3.0,27437.0,631204.0,33.0,506.0,67217400.0,1999.0,-73.988385,40.775152500000004,0
269202,MN,1208,3.0,6.0,10025.0,D6,4.0,52067.0,374550.0,26.0,252.0,11419650.0,1968.0,-73.9676814,40.7916335,0
269337,MN,1228,3.0,6.0,10024.0,D8,3.0,19075.0,288631.0,22.0,235.0,41863950.0,1982.0,-73.9799766,40.785274,0
269400,MN,1248,3.0,6.0,10024.0,H6,3.0,11878.0,180405.0,22.0,215.0,20108700.0,1927.0,-73.9791772,40.7897395,0
269433,MN,1318,2.0,4.0,10017.0,D6,4.0,8920.0,169828.0,32.5,182.0,16244550.0,1986.0,-73.9717216,40.751569599999996,0
269434,MN,1318,2.0,4.0,10017.0,RM,4.0,7537.0,109822.0,35.0,8.0,15884100.0,2015.0,-73.9723639,40.75183320000001,0
269445,MN,1310,2.0,4.0,10022.0,O4,5.0,6025.0,171591.0,33.0,53.0,33064200.0,1982.0,-73.9704508,40.760349700000006,0
269519,MN,1334,2.0,4.0,10017.0,D4,3.0,11520.0,261401.0,32.0,459.0,24745050.0,1929.0,-73.9714808,40.749209,0
269523,MN,1327,2.0,4.0,10022.0,D7,4.0,5021.0,60245.0,37.0,59.0,7053750.0,2018.0,-73.9677016,40.7575576,0
269537,MN,1338,2.0,4.0,10017.0,O4,5.0,12067.0,189840.0,35.0,21.0,25713900.0,2018.0,-73.9685419,40.7513958,0
269545,MN,1337,2.0,4.0,10017.0,O4,5.0,11975.0,325000.0,26.0,2.0,58147200.0,2006.0,-73.9689248,40.750707,0
269553,MN,1338,2.0,4.0,10017.0,D6,4.0,17574.0,253256.0,33.0,250.0,25450200.0,1981.0,-73.9695596,40.751700799999995,0
