,borough,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
683449,BK,1585,16.0,36.0,11206.0,D3,3.0,110000.0,225324.0,24.0,234.0,5834250.0,1951.0,-73.9395269,40.696110299999994,1
683738,BK,2134,14.0,33.0,11249.0,D7,4.0,79918.0,543250.0,22.0,606.0,52735950.0,2016.0,-73.969164,40.709675700000005,1
689190,MN,1569,2.0,5.0,10128.0,D4,3.0,34745.0,391194.0,33.0,262.0,35671950.0,1971.0,-73.9459804,40.7783189,0
689374,MN,868,2.0,4.0,10016.0,O4,5.0,23414.0,383934.0,27.0,38.0,42058350.0,1954.0,-73.980597,40.7504653,0
689439,MN,868,2.0,4.0,10016.0,O4,5.0,29130.0,531270.0,22.0,26.0,56024550.0,1952.0,-73.98124659999999,40.7507399,0
689469,BK,250,13.0,33.0,11201.0,D6,4.0,10000.0,182001.0,33.0,194.0,25167150.0,1999.0,-73.9919295,40.6939027,1
689485,MN,1113,3.0,3.0,10023.0,D8,3.0,26511.0,408644.0,34.0,324.0,46196100.0,1981.0,-73.9837106,40.7699425,0
689907,BK,5826,20.0,38.0,11220.0,D4,3.0,199435.0,360080.0,28.0,391.0,10519200.0,1971.0,-74.0228618,40.6383217,1
689923,BK,52,13.0,33.0,11201.0,RM,4.0,11035.0,91979.0,23.0,80.0,8718654.0,2006.0,-73.9882246,40.7017386,1
689947,QN,264,30.0,26.0,11101.0,D6,4.0,69807.0,548716.0,54.0,651.0,50818950.0,2016.0,-73.9378882,40.748043,2
691654,BK,2094,13.0,35.0,11201.0,D7,4.0,13626.0,335187.0,35.0,370.0,32044050.0,2011.0,-73.9799765,40.6896907,1
691730,BK,5825,20.0,38.0,11220.0,D4,3.0,175000.0,398660.0,31.0,420.0,12764700.0,1971.0,-74.0250025,40.6396085,1
691788,QN,263,30.0,26.0,11101.0,D6,4.0,27626.0,512815.0,43.0,551.0,47529900.0,2016.0,-73.9373285,40.7483831,2
691789,QN,264,30.0,26.0,11101.0,D6,4.0,21647.0,519182.0,45.0,673.0,55441800.0,2015.0,-73.9384223,40.748101,2
692704,MN,2029,5.0,9.0,10030.0,D6,4.0,29875.0,216247.0,21.0,247.0,7612650.0,1965.0,-73.94227790000001,40.8216975,0
693292,MN,1552,2.0,5.0,10128.0,RM,4.0,10070.0,175111.0,31.0,157.0,27828466.0,2002.0,-73.94814620000001,40.779129600000005,0
693572,MN,1414,2.0,4.0,10022.0,RM,4.0,8434.0,97321.0,25.0,107.0,19387335.0,2003.0,-73.96611850000001,40.761627600000004,0
694209,MN,13,2.0,1.0,10004.0,O4,5.0,28814.0,434220.0,22.0,126.0,24669900.0,1898.0,-74.0142719,40.705281899999996,0
694220,MN,21,2.0,1.0,10006.0,D5,3.0,13967.0,303086.0,23.0,245.0,35620200.0,1898.0,-74.0125122,40.707491600000004,0
694221,MN,100,2.0,1.0,10038.0,RM,4.0,9400.0,160157.0,23.0,127.0,20266734.0,1895.0,-74.0059048,40.711395200000005,0
694232,MN,64,2.0,1.0,10038.0,D4,3.0,5198.0,167448.0,33.0,92.0,14997600.0,1910.0,-74.0093816,40.70884229999999,0
694238,MN,40,2.0,1.0,10005.0,O4,5.0,12175.0,281755.0,32.0,27.0,21757950.0,1929.0,-74.00912159999999,40.7064764,0
694265,MN,44,2.0,1.0,10005.0,O4,5.0,112555.0,2224200.0,60.0,16.0,192345750.0,1964.0,-74.0091254,40.7077691,0
694266,MN,46,2.0,1.0,10005.0,O4,5.0,14950.0,364390.0,23.0,33.0,33318900.0,1896.0,-74.01111999999999,40.707966600000006,0
694276,MN,90,2.0,1.0,10038.0,RD,3.0,12850.0,336447.0,29.0,325.0,31084721.0,1899.0,-74.0077912,40.7111727,0
694280,MN,48,2.0,1.0,10005.0,O4,5.0,52636.0,1141276.0,50.0,78.0,126668250.0,1968.0,-74.01011740000001,40.7086501,0
694283,MN,49,2.0,1.0,10006.0,O4,5.0,18615.0,432093.0,22.0,100.0,28461150.0,1905.0,-74.0116395,40.7087131,0
694395,MN,154,2.0,1.0,10007.0,O4,5.0,43569.0,1000000.0,32.0,1.0,81296550.0,1994.0,-74.0049924,40.714719099999996,0
694515,MN,192,2.0,1.0,10013.0,O4,5.0,46040.0,1092665.0,26.0,65.0,143577000.0,1914.0,-74.00463570000001,40.7200001,0
695825,MN,550,2.0,1.0,10003.0,D4,3.0,12000.0,238923.0,27.0,200.0,28465650.0,1926.0,-73.9961934,40.7319068,0
697787,MN,858,2.0,4.0,10016.0,O4,5.0,15849.0,444716.0,25.0,65.0,42084000.0,1929.0,-73.9865822,40.744946399999996,0
697791,MN,853,2.0,2.0,10010.0,H1,5.0,6361.0,252109.0,51.0,1.0,31821300.0,1909.0,-73.9873552,40.7412686,0
697792,MN,856,2.0,2.0,10010.0,O4,5.0,83937.0,1159795.0,34.0,32.0,112364100.0,1928.0,-73.98558659999999,40.742745,0
697823,MN,862,2.0,2.0,10016.0,O4,5.0,40487.0,852731.0,25.0,67.0,129690000.0,1928.0,-73.9826012,40.746332,0
697987,MN,1015,2.0,3.0,10036.0,O4,5.0,41586.0,686603.0,32.0,201.0,83747700.0,1927.0,-73.9867132,40.757221,0
698017,MN,994,2.0,4.0,10036.0,O4,5.0,14947.0,217855.0,29.0,74.0,27010800.0,1918.0,-73.9856417,40.7549619,0
698111,MN,1121,3.0,6.0,10023.0,D4,3.0,15002.0,225552.0,24.0,168.0,23638500.0,1967.0,-73.9781387,40.774012,0
698184,MN,1125,3.0,6.0,10023.0,D4,3.0,48490.0,667517.0,36.0,500.0,84025800.0,1963.0,-73.9768487,40.7770749,0
698277,MN,1127,3.0,6.0,10023.0,D4,3.0,34532.0,490265.0,28.0,146.0,57959100.0,1890.0,-73.97518740000001,40.7780077,0
698861,MN,1184,3.0,6.0,10023.0,D4,3.0,9257.0,172671.0,22.5,130.0,20002050.0,1946.0,-73.9845891,40.7801365,0
699234,MN,1202,3.0,6.0,10024.0,RM,4.0,7550.0,112854.0,23.0,39.0,19232016.0,1990.0,-73.96857209999999,40.7868826,0
699692,MN,1233,3.0,6.0,10024.0,R4,3.0,4904.0,47549.0,21.0,42.0,7420509.0,1988.0,-73.9775598,40.7881116,0
700068,MN,1268,2.0,4.0,10019.0,O4,5.0,47725.0,817095.0,38.0,1.0,154740600.0,1964.0,-73.9787457,40.7612271,0
700069,MN,1275,2.0,4.0,10017.0,O4,5.0,4950.0,92949.0,22.0,42.0,6263100.0,1914.0,-73.9804882,40.7521972,0
700070,MN,1279,2.0,4.0,10017.0,P9,8.0,9105.0,174895.0,22.0,138.0,11234250.0,1915.0,-73.97752440000001,40.754,0
700076,MN,1291,2.0,4.0,10022.0,O4,5.0,36803.0,685125.0,37.0,7.0,159455250.0,1984.0,-73.97350420000001,40.7614621,0
700093,MN,1258,2.0,4.0,10110.0,O4,5.0,20920.0,659122.0,58.0,154.0,113013900.0,1931.0,-73.981206,40.75391,0
700115,MN,1270,2.0,4.0,10019.0,H1,5.0,12552.0,252405.0,23.0,9.0,61303500.0,1905.0,-73.9754029,40.7616299,0
700125,MN,1361,2.0,4.0,10022.0,HS,5.0,10364.0,143033.0,26.0,182.0,13366800.0,1929.0,-73.9660902,40.753343900000004,0
700206,MN,1378,2.0,4.0,10065.0,D4,3.0,8450.0,130923.0,23.0,102.0,18648450.0,1926.0,-73.9705742,40.7670277,0
700252,MN,1381,2.0,4.0,10065.0,D4,3.0,16916.0,223000.0,21.0,102.0,25398900.0,1963.0,-73.9667291,40.7678912,0
700752,MN,1406,2.0,4.0,10021.0,D4,3.0,15121.0,208800.0,22.0,112.0,20679750.0,1955.0,-73.9627278,40.7701352,0
700837,MN,1413,2.0,4.0,10075.0,D4,3.0,15961.0,216186.0,21.0,44.0,29023200.0,1929.0,-73.9602337,40.7752094,0
700909,MN,1491,2.0,4.0,10075.0,D4,3.0,12243.0,202777.0,25.0,46.0,27184050.0,1968.0,-73.9632005,40.777041100000005,0
701020,MN,1492,2.0,4.0,10075.0,D9,3.0,10318.0,155544.0,21.0,72.0,13814550.0,1963.0,-73.9602545,40.776672399999995,0
704092,BK,250,13.0,33.0,11201.0,O4,5.0,13750.0,293137.0,29.0,1.0,29774250.0,1926.0,-73.9910064,40.6933564,1
704110,BK,250,13.0,33.0,11241.0,O4,5.0,12500.0,290440.0,37.0,102.0,35740800.0,1927.0,-73.99086209999999,40.6936089,1
704214,BK,255,13.0,33.0,11201.0,O4,5.0,5800.0,110000.0,23.0,60.0,9926550.0,1918.0,-73.9911074,40.6929831,1
704381,BK,265,15.0,33.0,11201.0,D4,3.0,8450.0,180000.0,32.0,109.0,11926800.0,1928.0,-73.9916413,40.691877000000005,1
715841,MN,155,2.0,1.0,10007.0,O4,5.0,16700.0,354169.0,21.0,1.0,35825400.0,1925.0,-74.00390300000001,40.714022,0
716025,MN,994,2.0,3.0,10036.0,O4,5.0,22448.0,1079378.0,48.0,70.0,270602100.0,2002.0,-73.98688680000001,40.755519299999996,0
717710,MN,1012,2.0,3.0,10036.0,RI,5.0,79000.0,1259189.0,52.0,57.0,282183312.0,2003.0,-73.9897166,40.755928499999996,0
717756,MN,1014,2.0,3.0,10036.0,O4,5.0,29630.0,855000.0,32.0,2.0,193329900.0,1999.0,-73.98706709999999,40.7565705,0
718133,BK,149,13.0,33.0,11201.0,RM,4.0,113202.0,1137013.0,50.0,695.0,122122353.0,2011.0,-73.9832108,40.690267600000006,1
718770,BK,2176,14.0,33.0,11249.0,D6,4.0,116000.0,353308.0,21.0,374.0,11970000.0,1964.0,-73.9637055,40.705049200000005,1
718781,MN,2107,6.0,7.0,10032.0,D3,3.0,88666.0,150236.0,22.0,170.0,4592700.0,1966.0,-73.9417557,40.8321683,0
718816,MN,1554,2.0,5.0,10128.0,D4,3.0,10000.0,244249.0,32.0,111.0,28903500.0,2007.0,-73.9472208,40.7803835,0
718831,MN,1980,5.0,7.0,10027.0,D9,3.0,315121.0,1083012.0,21.0,1128.0,45652950.0,1955.0,-73.9579094,40.8138297,0
718970,MN,245,1.0,1.0,10002.0,D6,4.0,31654.0,277260.0,27.0,252.0,23811300.0,1975.0,-73.98621390000001,40.7108812,0
719376,MN,2001,5.0,7.0,10031.0,W1,8.0,238056.0,177232.0,35.0,1.0,22133700.0,1975.0,-73.95683609999999,40.819826500000005,0
719386,MN,1013,2.0,3.0,10036.0,O4,5.0,27156.0,1100000.0,38.0,4.0,237406950.0,2000.0,-73.9875726,40.7558569,0
723127,MN,84,2.0,1.0,10007.0,O4,5.0,47250.0,1636000.0,52.0,59.0,201779550.0,2006.0,-74.0118748,40.7133325,0
723231,MN,1292,2.0,4.0,10022.0,RM,4.0,19450.0,626593.0,58.0,232.0,196055508.0,1983.0,-73.9738937,40.762310299999996,0
723232,MN,969,2.0,4.0,10016.0,R4,3.0,14868.0,413297.0,43.0,411.0,68910329.0,1989.0,-73.9712296,40.7456902,0
723600,QN,21,30.0,26.0,11109.0,D8,3.0,56547.0,483973.0,25.0,595.0,56115900.0,2012.0,-73.95705629999999,40.7473409,2
725506,MN,1514,2.0,4.0,10028.0,D4,3.0,13690.0,211406.0,30.0,162.0,22852800.0,1971.0,-73.956624,40.7794844,0
727666,MN,1311,2.0,4.0,10022.0,H7,3.0,16066.0,244619.0,22.0,1.0,16266150.0,1927.0,-73.9703459,40.760805299999994,0
728812,QN,21,30.0,26.0,11109.0,D7,4.0,22558.0,311266.0,32.0,346.0,36970650.0,2011.0,-73.9571425,40.748043599999995,2
729374,MN,1309,2.0,4.0,10022.0,O4,5.0,16905.0,516710.0,36.0,35.0,70830000.0,1983.0,-73.9690943,40.758702500000005,0
729376,MN,841,2.0,4.0,10018.0,H1,5.0,7604.0,124035.0,23.0,1.0,14261400.0,1924.0,-73.98380859999999,40.752785100000004,0
730082,QN,267,30.0,26.0,11101.0,D8,3.0,25600.0,259805.0,26.0,284.0,21398400.0,2015.0,-73.940463,40.746350899999996,2
730100,QN,268,30.0,26.0,11101.0,D6,4.0,7980.0,142849.0,27.0,169.0,11398500.0,2016.0,-73.9417438,40.7467907,2
730225,MN,1023,2.0,4.0,10019.0,H3,5.0,33266.0,461591.0,22.0,14.0,66749400.0,1963.0,-73.98300859999999,40.762207700000005,0
730226,MN,1282,2.0,4.0,10017.0,O4,5.0,38160.0,821165.0,32.0,4.0,175204350.0,1953.0,-73.9776537,40.7558198,0
730231,MN,1004,2.0,4.0,10019.0,O4,5.0,80333.0,1613847.0,39.0,77.0,341739450.0,1961.0,-73.9805325,40.7611643,0
730232,MN,1005,2.0,4.0,10019.0,H1,5.0,60775.0,1172021.0,49.0,13.0,127525950.0,1960.0,-73.9814816,40.7623886,0
730235,MN,1285,2.0,4.0,10017.0,O4,5.0,34050.0,645483.0,25.0,6.0,221919750.0,1954.0,-73.9747079,40.75704879999999,0
730262,MN,1310,2.0,4.0,10022.0,H3,5.0,3766.0,140559.0,36.0,1.0,8860050.0,1982.0,-73.9704041,40.7600093,0
730425,MN,828,2.0,3.0,10001.0,D8,3.0,31228.0,454538.0,39.0,398.0,67450500.0,2000.0,-73.99077209999999,40.74491389999999,0
730607,MN,1171,3.0,6.0,10069.0,RM,4.0,38278.0,544302.0,46.0,362.0,86033134.0,1997.0,-73.9876621,40.7789896,0
730608,MN,1171,3.0,6.0,10069.0,RM,4.0,47573.0,634695.0,48.0,617.0,96508091.0,2000.0,-73.98727559999999,40.7797499,0
732078,MN,995,2.0,3.0,10036.0,K4,4.0,5400.0,111653.0,22.0,1.0,35419050.0,1908.0,-73.986533,40.7561972,0
732934,QN,3360,28.0,29.0,11415.0,RM,4.0,52776.0,610764.0,27.0,423.0,25108201.0,1960.0,-73.82661759999999,40.7119125,2
733923,MN,216,2.0,1.0,10013.0,O9,5.0,172327.0,1594289.0,39.0,2.0,294033150.0,1989.0,-74.0110031,40.72086420000001,0
733930,MN,56,2.0,1.0,10006.0,H2,5.0,10927.0,181297.0,21.0,1.0,17541000.0,1931.0,-74.01397349999999,40.709846399999996,0
733931,MN,56,2.0,1.0,10006.0,D5,3.0,16980.0,357001.0,24.0,411.0,43284150.0,1908.0,-74.0142584,40.7099919,0
735236,BK,152,13.0,33.0,11201.0,RM,4.0,20103.0,405981.0,53.0,374.0,47525403.0,2012.0,-73.98573470000001,40.6916513,1
735335,MN,1374,2.0,4.0,10022.0,RC,5.0,13406.0,304595.0,24.0,39.0,51129921.0,1985.0,-73.9706516,40.7635144,0
735389,MN,76,2.0,1.0,10038.0,RM,4.0,29668.0,388570.0,25.0,441.0,47609168.0,2003.0,-74.0060199,40.7082716,0
735397,MN,1513,2.0,5.0,10028.0,RM,4.0,17776.0,272113.0,36.0,222.0,40030827.0,1987.0,-73.9552313,40.7778754,0
735405,MN,855,2.0,2.0,10010.0,RM,4.0,9890.0,116577.0,41.0,127.0,18333917.0,1987.0,-73.9861641,40.7420232,0
735412,MN,69,2.0,1.0,10038.0,RM,4.0,14851.0,344914.0,29.0,222.0,30336750.0,1931.0,-74.0064996,40.7079093,0
735414,MN,1519,2.0,5.0,10128.0,RM,4.0,8018.0,178063.0,30.0,134.0,24796800.0,2003.0,-73.9522534,40.7816894,0
735419,QN,2080,28.0,29.0,11374.0,RM,4.0,305550.0,1593212.0,21.0,315.0,111473550.0,2008.0,-73.863031,40.733126500000004,2
735421,MN,1550,2.0,5.0,10128.0,RM,4.0,10953.0,212760.0,46.0,163.0,38180708.0,1988.0,-73.9489558,40.77814179999999,0
735433,MN,100,2.0,1.0,10038.0,RM,4.0,41370.0,900766.0,76.0,902.0,144737100.0,2007.0,-74.0056775,40.7109698,0
735439,MN,90,2.0,1.0,10038.0,RM,4.0,20080.0,276599.0,46.0,69.0,39731854.0,1883.0,-74.0069616,40.7111453,0
736101,BK,2111,15.0,35.0,11217.0,RM,4.0,20263.0,273186.0,41.0,197.0,24047686.0,1929.0,-73.97772420000001,40.68551,1
736214,MN,1631,4.0,8.0,10029.0,RM,4.0,9127.0,109737.0,23.0,74.0,10454408.0,2016.0,-73.9486676,40.7912725,0
736725,MN,11,2.0,1.0,10004.0,H2,5.0,3807.0,59410.0,27.0,1.0,13348013.0,2016.0,-74.0122375,40.7042007,0
736734,MN,19,2.0,1.0,10006.0,HB,5.0,3758.0,74373.0,29.0,1.0,4635900.0,2019.0,-74.0132985,40.7077632,0
736740,MN,43,2.0,1.0,10005.0,O4,5.0,34360.0,1061286.0,63.0,1.0,58438800.0,1930.0,-74.0097348,40.7070143,0
736749,MN,144,2.0,1.0,10013.0,O4,5.0,52439.0,802000.0,23.0,144.0,153944550.0,1930.0,-74.00834029999999,40.717655799999996,0
736755,MN,76,2.0,1.0,10038.0,D7,4.0,8537.0,101542.0,23.0,121.0,12253050.0,2015.0,-74.0051687,40.7085242,0
738362,MN,804,2.0,3.0,10001.0,H2,5.0,5925.0,80122.0,26.0,1.0,15932700.0,2006.0,-73.991407,40.746975299999995,0
738468,MN,1425,2.0,4.0,10021.0,D6,4.0,43000.0,488474.0,35.0,274.0,44429400.0,1975.0,-73.9605446,40.7684053,0
743356,MN,160,2.0,1.0,10038.0,Z1,8.0,19638.0,486065.0,27.0,1.0,66251250.0,1992.0,-74.00089100000001,40.7138876,0
744113,MN,1585,2.0,5.0,10128.0,D4,3.0,34370.0,350896.0,22.0,159.0,41202000.0,1960.0,-73.9440139,40.7767287,0
744261,MN,1549,2.0,5.0,10028.0,D6,4.0,62965.0,690703.0,21.0,698.0,77183100.0,1964.0,-73.9508298,40.777967,0
744305,MN,267,1.0,1.0,10002.0,D4,3.0,53460.0,136070.0,21.0,143.0,6800850.0,1964.0,-73.98443499999999,40.7134968,0
744636,MN,2152,6.0,10.0,10033.0,O4,5.0,32925.0,257221.0,22.0,223.0,7880400.0,2019.0,-73.9316469,40.8477829,0
744677,MN,78,2.0,1.0,10038.0,D8,3.0,8320.0,440553.0,49.0,485.0,52457850.0,2016.0,-74.00737990000002,40.7098141,0
745122,MN,1351,2.0,5.0,10022.0,D4,3.0,22593.0,330828.0,35.5,216.0,32955750.0,1974.0,-73.96422779999999,40.76016679999999,0
745190,MN,809,2.0,3.0,10001.0,O4,5.0,36340.0,806417.0,25.0,52.0,72751500.0,1954.0,-73.98900649999999,40.7498159,0
745405,MN,16,2.0,1.0,10281.0,O4,5.0,82617.0,2233692.0,54.0,12.0,168615000.0,1986.0,-74.0148688,40.7135353,0
745833,MN,10,2.0,1.0,10004.0,O4,5.0,13214.0,365792.0,30.0,29.0,32042700.0,1986.0,-74.0126809,40.703382700000006,0
745856,MN,75,2.0,1.0,10038.0,O4,5.0,11828.0,234553.0,28.0,34.0,14332950.0,1987.0,-74.00475390000001,40.7078819,0
746022,MN,817,2.0,3.0,10011.0,RM,4.0,7744.0,139901.0,25.0,56.0,22176211.0,2012.0,-73.9946017,40.737561,0
746197,MN,1744,5.0,9.0,10039.0,D4,3.0,317525.0,756400.0,27.0,584.0,26246700.0,1966.0,-73.9347093,40.820968900000004,0
746216,QN,15638,27.0,31.0,11691.0,D1,3.0,263791.0,837935.0,26.0,606.0,9476550.0,1971.0,-73.7522726,40.5941677,2
746236,MN,966,2.0,4.0,10016.0,D7,4.0,71692.0,841470.0,34.0,743.0,119664450.0,1985.0,-73.9725368,40.743837799999994,0
746286,QN,86,30.0,26.0,11101.0,D6,4.0,128150.0,1093567.0,48.0,1117.0,68457476.0,2016.0,-73.9455096,40.744745,2
746379,MN,17,2.0,1.0,10006.0,D5,3.0,23902.0,335114.0,27.0,399.0,36770850.0,1969.0,-74.01484959999999,40.7080732,0
746392,MN,16,2.0,1.0,10281.0,O4,5.0,94530.0,1501878.0,40.0,1.0,170964900.0,1986.0,-74.0155571,40.710645,0
746401,MN,886,2.0,2.0,10016.0,RM,4.0,3565.0,47957.0,23.0,55.0,7052407.0,1987.0,-73.9801047,40.743446899999995,0
746403,MN,10,2.0,1.0,10004.0,O4,5.0,18729.0,321994.0,21.0,41.0,22039200.0,1962.0,-74.0127567,40.7038081,0
746407,MN,67,2.0,1.0,10038.0,O4,5.0,23382.0,558327.0,27.0,7.0,52173900.0,1986.0,-74.00847990000001,40.7091224,0
746461,MN,597,2.0,3.0,10013.0,D7,4.0,17220.0,192391.0,25.0,74.0,19008000.0,1910.0,-74.00857959999999,40.7265049,0
746505,MN,1026,2.0,3.0,10019.0,H2,5.0,8033.0,171129.0,34.0,401.0,26330850.0,2013.0,-73.98300440000001,40.7644995,0
746561,MN,1337,2.0,4.0,10017.0,Z4,8.0,6399.0,87680.0,21.0,17.0,8912250.0,1990.0,-73.9708627,40.7511878,0
746562,MN,1337,2.0,4.0,10017.0,O4,5.0,30125.0,600000.0,39.0,14.0,63019800.0,1984.0,-73.9695997,40.7508307,0
746569,MN,1280,2.0,4.0,10017.0,H1,5.0,57282.0,1028194.0,26.0,13.0,98276400.0,1919.0,-73.9763376,40.7520345,0
746585,MN,967,2.0,4.0,10016.0,D8,3.0,45190.0,922828.0,47.0,764.0,132838650.0,2014.0,-73.9719411,40.744458,0
746644,MN,16,2.0,1.0,10280.0,RM,4.0,37248.0,428589.0,44.0,545.0,82774385.0,1987.0,-74.0164006,40.708471,0
746684,MN,702,2.0,3.0,10001.0,RM,4.0,81408.0,837736.0,70.0,395.0,211558718.0,2015.0,-74.0028405,40.753266499999995,0
746803,BK,7274,21.0,48.0,11224.0,D4,3.0,203785.0,623806.0,23.0,572.0,22091850.0,1964.0,-73.96986159999999,40.5788513,1
746857,MN,1171,3.0,6.0,10023.0,RM,4.0,72099.0,752143.0,43.0,374.0,140169158.0,2014.0,-73.99090190000001,40.7721994,0
746988,MN,1209,3.0,6.0,10025.0,RM,4.0,3035.0,44732.0,21.0,19.0,7044750.0,1992.0,-73.9653017,40.7912321,0
747703,MN,1473,2.0,5.0,10075.0,RM,4.0,7977.0,175694.0,32.0,210.0,26734375.0,1986.0,-73.9525348,40.771904600000006,0
747742,MN,1400,2.0,4.0,10065.0,RM,4.0,11930.0,209853.0,32.0,95.0,34183662.0,2000.0,-73.96396850000001,40.7656781,0
747773,MN,1446,2.0,5.0,10021.0,R4,3.0,5109.0,55096.0,22.0,36.0,8304301.0,1988.0,-73.95703940000001,40.7679265,0
747818,MN,1555,2.0,5.0,10128.0,RM,4.0,10100.0,176330.0,45.0,222.0,25203612.0,1987.0,-73.9483245,40.7819924,0
747976,MN,1140,3.0,6.0,10023.0,RM,4.0,24310.0,209555.0,28.0,162.0,38265418.0,1987.0,-73.9815537,40.7754947,0
748066,BK,3526,23.0,41.0,11212.0,D1,3.0,238734.0,483384.0,22.0,475.0,12092850.0,1954.0,-73.9084041,40.667947600000005,1
748586,MN,1558,2.0,5.0,10128.0,D7,4.0,5000.0,63500.0,26.0,50.0,2186550.0,1988.0,-73.9469545,40.783874700000005,0
749134,MN,524,2.0,1.0,10012.0,D4,3.0,43930.0,212832.0,30.0,174.0,9514350.0,1967.0,-73.9990223,40.7271365,0
749245,MN,920,2.0,4.0,10016.0,RM,4.0,11924.0,200417.0,48.0,237.0,31973449.0,1988.0,-73.9736537,40.748539799999996,0
749356,MN,1475,2.0,5.0,10065.0,D3,3.0,42035.0,283000.0,26.0,250.0,35815950.0,1975.0,-73.95762890000002,40.7606696,0
749500,MN,1370,2.0,5.0,10022.0,D4,3.0,62729.0,988829.0,47.0,354.0,96587100.0,1975.0,-73.96094740000001,40.7587357,0
749658,MN,1073,2.0,3.0,10036.0,RM,4.0,48729.0,538277.0,31.0,705.0,107913604.0,2011.0,-73.99658149999999,40.7622089,0
749787,MN,1158,3.0,6.0,10023.0,RM,4.0,22375.0,253970.0,27.0,167.0,35794365.0,2006.0,-73.9854093,40.777982,0
749798,MN,1158,3.0,6.0,10023.0,RM,4.0,50000.0,390682.0,42.0,312.0,61197300.0,2007.0,-73.98457940000002,40.7754046,0
749981,MN,1333,2.0,4.0,10017.0,D4,3.0,21330.0,418312.0,26.0,811.0,35551350.0,1930.0,-73.97087859999999,40.7479847,0
749982,MN,1334,2.0,4.0,10017.0,D4,3.0,11653.0,249299.0,23.5,447.0,23860800.0,1929.0,-73.97051379999999,40.7486406,0
750183,MN,1482,2.0,5.0,10021.0,I4,8.0,24956.0,595492.0,36.0,535.0,97404300.0,1987.0,-73.9541493,40.765682899999995,0
750293,BX,3136,12.0,15.0,10460.0,D3,3.0,54649.0,213584.0,21.0,205.0,6791400.0,1973.0,-73.880065,40.8416805,3
750779,MN,1787,4.0,8.0,10035.0,D9,3.0,26865.0,297425.0,35.0,216.0,9699300.0,1974.0,-73.93543659999999,40.8012484,0
751362,MN,1568,2.0,5.0,10128.0,D6,4.0,30616.0,315710.0,33.0,385.0,38801250.0,1974.0,-73.9463311,40.7777097,0
751812,MN,2153,6.0,10.0,10033.0,D7,4.0,70000.0,517910.0,32.0,485.0,13145400.0,1964.0,-73.9342099,40.8473892,0
751953,MN,5,2.0,1.0,10004.0,RB,5.0,54023.0,1051990.0,40.0,26.0,97611759.0,1970.0,-74.0106069,40.7022658,0
752164,BX,2338,7.0,17.0,10451.0,D7,4.0,138600.0,547382.0,25.0,520.0,15525000.0,1974.0,-73.9237218,40.818096600000004,3
752612,MN,831,2.0,3.0,10001.0,RM,4.0,7071.0,74606.0,24.0,3027.0,13160242.0,2016.0,-73.9893823,40.7469943,0
752623,BX,2665,7.0,17.0,10455.0,D3,3.0,164671.0,409000.0,21.0,429.0,8029800.0,1964.0,-73.9045904,40.8165591,3
752899,MN,211,2.0,1.0,10013.0,H1,5.0,10622.0,160545.0,21.0,1.0,35570700.0,2007.0,-74.0043868,40.720658799999995,0
753928,MN,1330,2.0,4.0,10022.0,RM,4.0,22543.0,469540.0,57.0,270.0,95711853.0,2014.0,-73.965878,40.7590804,0
757205,MN,20,2.0,1.0,10006.0,O4,5.0,14490.0,316150.0,31.0,54.0,15700950.0,1925.0,-74.0135976,40.7061465,0
757213,MN,20,2.0,1.0,10006.0,O4,5.0,17440.0,447452.0,38.0,87.0,28306350.0,1928.0,-74.0134281,40.706344200000004,0
757257,BK,217,13.0,33.0,11201.0,D4,3.0,139721.0,593599.0,33.0,370.0,33119100.0,1967.0,-73.99186759999999,40.6987774,1
757261,BK,232,13.0,33.0,11201.0,D4,3.0,80605.0,450503.0,31.0,306.0,22234050.0,1971.0,-73.9921707,40.6976109,1
757276,MN,763,2.0,3.0,10018.0,HS,5.0,6583.0,131921.0,32.0,1.0,18973350.0,2010.0,-73.9927124,40.756535299999996,0
757286,MN,763,2.0,3.0,10018.0,H2,5.0,7406.0,177000.0,39.0,1.0,23306400.0,2010.0,-73.99179570000001,40.7558354,0
757289,MN,760,2.0,3.0,10018.0,H2,5.0,7454.0,98674.0,28.0,320.0,17171100.0,2017.0,-73.9926694,40.7538208,0
757319,MN,786,2.0,3.0,10018.0,O4,5.0,39780.0,754487.0,24.0,104.0,50951700.0,1926.0,-73.99188259999998,40.753573700000004,0
757409,MN,1235,3.0,6.0,10024.0,D6,4.0,20142.0,268989.0,26.0,162.0,39113550.0,1984.0,-73.9753386,40.7891157,0
762440,BK,2472,14.0,33.0,11222.0,D7,4.0,63410.0,259341.0,30.0,303.0,10156050.0,2020.0,-73.9608819,40.7349662,1
768682,MN,945,2.0,4.0,10016.0,D6,4.0,32364.0,796048.0,44.0,557.0,108901350.0,2016.0,-73.971413,40.747403000000006,0
771273,BK,6979,21.0,47.0,11224.0,D6,4.0,235000.0,334000.0,24.0,339.0,10662750.0,1975.0,-74.00242270000001,40.5779906,1
771554,BK,7273,21.0,48.0,11224.0,D4,3.0,203785.0,623806.0,23.0,572.0,23171400.0,1964.0,-73.9733717,40.5783636,1
773862,QN,6,30.0,26.0,11101.0,D6,4.0,32493.0,719945.0,57.0,691.0,275400.0,2020.0,-73.96117530000001,40.7392892,2
